n,mean_gap,std_gap
1,0.9900000000000003,3.3306690738754696e-16
2,0.999999999999999,0.13999999999999999
3,1.0099999999999993,0.19595917942265437
4,1.0200000000000007,0.2374868417407583
5,1.030000000000001,0.2712931993250108
6,1.0399999999999994,0.2999999999999999
7,1.0699999999999998,0.3469870314579494
8,1.1400000000000012,0.4142463035441597
9,1.1699999999999984,0.43863424398922607
10,1.239999999999999,0.4737087712930803
11,1.3700000000000003,0.5381449618829481
12,1.3800000000000003,0.5385164807134504
13,1.4899999999999998,0.5963220606350231
14,1.5799999999999996,0.5670978751503131
15,1.6899999999999995,0.5043808085167399
16,1.700000000000002,0.49030602688525016
17,1.769999999999999,0.4200000000000002
18,1.7799999999999983,0.39799497484264773
19,1.7900000000000011,0.37363083384538803
20,1.7999999999999983,0.3464101615137754
21,1.8100000000000014,0.3155946767611899
22,1.820000000000001,0.28
23,1.8499999999999996,0.2712931993250105
24,1.8400000000000012,0.27129319932501067
25,1.85,0.30000000000000004
26,1.8599999999999988,0.3249615361854384
28,1.919999999999999,0.40000000000000013
29,1.9299999999999984,0.4142463035441594
30,1.9200000000000017,0.4142463035441598
32,1.9600000000000022,0.4915282290977805
33,1.9500000000000015,0.4915282290977802
35,1.9900000000000013,0.5141984052872974
36,2.0400000000000005,0.529150262212918
38,2.080000000000001,0.5730619512757761
40,2.1199999999999983,0.6079473661428269
42,2.2199999999999984,0.6560487786742688
44,2.2800000000000016,0.6337191807101942
46,2.3400000000000025,0.6324555320336759
48,2.359999999999999,0.6740919818541087
51,2.3699999999999983,0.6523802572120038
53,2.4299999999999993,0.5986651818838303
56,2.459999999999998,0.6477653896280655
58,2.5200000000000014,0.6403124237432851
61,2.5500000000000003,0.6118823416311344
64,2.64,0.6645299090334458
67,2.6899999999999995,0.6858571279792901
70,2.699999999999999,0.7211102550927978
74,2.780000000000001,0.7547184905645287
77,2.8700000000000006,0.7418894796396566
81,2.9699999999999984,0.7560423268574318
85,2.970000000000003,0.766550715869472
89,3.0500000000000016,0.7592101158440923
93,3.069999999999996,0.7745966692414836
97,3.1500000000000004,0.682348884369279
100,3.22,0.672011904656458
102,3.259999999999999,0.6645299090334459
107,3.270000000000004,0.6514598989960932
112,3.2799999999999976,0.6928203230275507
117,3.330000000000002,0.6999999999999996
123,3.310000000000001,0.6988562083862462
128,3.3199999999999994,0.7211102550927978
135,3.3300000000000027,0.76
141,3.3100000000000023,0.7493997598078077
148,3.3800000000000012,0.6636264009214824
155,3.3499999999999988,0.670820393249937
162,3.4399999999999977,0.6755738301621816
170,3.560000000000002,0.7158212067269313
178,3.5999999999999996,0.6599999999999999
186,3.579999999999996,0.6974238309665077
195,3.6100000000000017,0.6374950980203692
200,3.68,0.6764613810115103
204,3.6800000000000006,0.664529909033446
214,3.7000000000000033,0.7031358332498775
224,3.7399999999999984,0.8121576201698779
