n,mean_gap,std_gap
1,0.9900000000000003,3.3306690738754696e-16
2,0.999999999999999,0.13999999999999999
3,1.0299999999999994,0.23748684174075835
4,1.0600000000000007,0.3
5,1.170000000000001,0.4142463035441597
6,1.1999999999999993,0.4820788317277578
7,1.19,0.482078831727758
8,1.2800000000000011,0.52
9,1.3899999999999986,0.5741080037762932
10,1.3999999999999997,0.5744562646538028
11,1.4700000000000002,0.6029925372672533
12,1.5200000000000002,0.5919459434779498
13,1.61,0.5936328831862333
14,1.6599999999999997,0.6
15,1.6899999999999995,0.5782732917920386
16,1.700000000000002,0.566038867923396
17,1.769999999999999,0.5063595560468866
18,1.7799999999999983,0.4882622246293479
19,1.8100000000000012,0.447213595499958
20,1.8799999999999986,0.39191835884530873
21,1.8700000000000014,0.39191835884530846
22,1.8600000000000008,0.39191835884530846
23,1.8699999999999997,0.41231056256176596
24,1.9000000000000012,0.44766058571198786
25,1.95,0.4472135954999579
26,1.9599999999999989,0.4599999999999998
28,1.939999999999999,0.46
29,1.9499999999999984,0.47159304490206366
30,1.9600000000000017,0.4820788317277578
32,2.0200000000000022,0.4737087712930806
33,2.0500000000000016,0.4853864439804637
35,2.0900000000000016,0.4963869458396343
36,2.12,0.499599839871872
38,2.1400000000000015,0.4995998398718721
40,2.239999999999998,0.5200000000000002
42,2.2599999999999985,0.5455272678794342
44,2.3000000000000016,0.5589275444992847
46,2.3400000000000025,0.5291502622129182
48,2.439999999999999,0.44
51,2.5099999999999985,0.42379240200834184
53,2.549999999999999,0.44
56,2.5399999999999987,0.4123105625617661
58,2.560000000000001,0.3469870314579496
61,2.5300000000000002,0.34698703145794935
64,2.5399999999999996,0.384187454245971
67,2.5099999999999985,0.38418745424597084
70,2.539999999999998,0.4270831300812524
74,2.620000000000001,0.48000000000000026
77,2.7500000000000004,0.6705221845696088
81,2.8299999999999983,0.6858571279792895
85,2.970000000000003,0.6838128398911505
89,3.0700000000000016,0.7989993742175273
93,3.1099999999999968,0.7472616676907763
97,3.2500000000000004,0.8316249154516719
100,3.32,0.8109253973085319
102,3.339999999999999,0.8662563131083088
107,3.390000000000004,0.899110671719561
112,3.499999999999998,0.9141115905621151
117,3.5500000000000025,0.8953211714239759
123,3.5900000000000016,0.8646386528486916
128,3.619999999999999,0.8999999999999999
135,3.670000000000003,0.9053176238205021
141,3.7700000000000027,0.8646386528486918
148,3.920000000000002,0.8717797887081344
155,4.069999999999997,0.9141115905621149
162,4.119999999999997,0.8901685233707155
170,4.060000000000003,0.9286549412995119
178,4.079999999999999,0.9799999999999998
186,4.079999999999995,0.9881295461628501
195,4.390000000000003,0.9718024490605068
200,4.38,0.9568698971124548
204,4.420000000000001,0.9425497334358545
214,4.560000000000006,0.9433981132056604
224,4.579999999999997,0.9314504817756011
235,4.670000000000004,0.9484724561103502
246,4.679999999999998,0.9593747964169163
