n,mean_gap,std_gap
1,0.9900000000000003,3.3306690738754696e-16
2,0.9799999999999991,8.881784197001252e-16
3,0.9699999999999993,6.661338147750939e-16
4,0.9800000000000008,0.14000000000000007
5,0.9700000000000008,0.14000000000000007
6,0.9599999999999994,0.13999999999999996
7,0.9499999999999998,0.13999999999999993
8,0.9600000000000012,0.19595917942265417
9,0.9699999999999989,0.23748684174075835
10,0.9799999999999991,0.27129319932501067
11,1.0100000000000005,0.32496153618543844
12,1.040000000000001,0.3666060555964675
13,1.089999999999999,0.4142463035441593
14,1.1799999999999995,0.46647615158762384
15,1.230000000000001,0.48538644398046404
16,1.2200000000000017,0.4853864439804637
17,1.2499999999999987,0.49355850717012284
18,1.2600000000000002,0.4963869458396341
19,1.310000000000001,0.5
20,1.3599999999999988,0.49638694583963444
21,1.41,0.485386443980464
22,1.4400000000000008,0.47370877129308037
23,1.4500000000000006,0.5075431016179807
24,1.4800000000000002,0.49152822909778043
25,1.49,0.48207883172775784
26,1.5199999999999998,0.46
28,1.5199999999999991,0.4472135954999579
29,1.5499999999999994,0.4176122603564219
30,1.5800000000000014,0.38157568056677815
32,1.6000000000000012,0.3919183588453087
33,1.6100000000000012,0.36932370625238775
35,1.6100000000000003,0.34409301068170495
36,1.6200000000000003,0.42379240200834195
38,1.6000000000000003,0.42379240200834195
40,1.6199999999999997,0.37363083384538803
42,1.6199999999999986,0.39799497484264795
44,1.6400000000000012,0.39191835884530846
46,1.6600000000000008,0.4308131845707603
48,1.7,0.43312815655415415
51,1.689999999999999,0.447213595499958
53,1.709999999999999,0.4715930449020637
56,1.7199999999999989,0.4915282290977804
58,1.7400000000000013,0.5075431016179809
61,1.7900000000000003,0.529150262212918
64,1.8199999999999996,0.5370288632839021
67,1.9499999999999986,0.5617828762075255
70,1.9599999999999982,0.6199999999999997
74,2.0200000000000014,0.6499230723708768
77,2.0900000000000007,0.6327716807822551
81,2.0899999999999985,0.6082762530298221
85,2.0900000000000016,0.5800000000000001
89,2.13,0.5473572873361604
93,2.1699999999999973,0.5
97,2.170000000000001,0.49030602688525066
100,2.16,0.5043808085167397
102,2.180000000000001,0.4898979485566356
107,2.190000000000003,0.43863424398922607
112,2.179999999999999,0.45825756949558394
117,2.2299999999999986,0.4898979485566356
123,2.309999999999999,0.537028863283902
128,2.319999999999999,0.5656854249492379
135,2.330000000000002,0.6462197768561406
141,2.3300000000000023,0.6264183905346329
148,2.339999999999999,0.5895761189193469
155,2.350000000000002,0.574456264653803
162,2.2999999999999985,0.5600000000000003
170,2.339999999999998,0.44542114902640173
178,2.319999999999999,0.5385164807134504
186,2.3400000000000003,0.5291502622129184
195,2.369999999999998,0.5810335618533583
200,2.38,0.6289674077406556
204,2.4199999999999973,0.639061812346818
214,2.5199999999999996,0.6200000000000002
224,2.560000000000002,0.5656854249492381
235,2.630000000000002,0.5827520913733383
246,2.6000000000000028,0.6452906321960671
258,2.6800000000000006,0.558927544499285
270,2.699999999999999,0.6928203230275508
283,2.7100000000000004,0.6988562083862458
296,2.6800000000000024,0.6858571279792902
300,2.68,0.7054076835419358
310,2.6400000000000023,0.6873136110975834
325,2.69,0.6135144660071187
340,2.679999999999998,0.59464274989274
357,2.6300000000000034,0.5291502622129179
373,2.689999999999999,0.6029925372672533
391,2.670000000000002,0.6660330322138683
400,2.7,0.670820393249937
410,2.7400000000000024,0.7310266752998827
429,2.789999999999998,0.658483105326173
450,2.76,0.6264183905346329
471,2.710000000000002,0.6352952069707435
493,2.6699999999999964,0.6928203230275511
500,2.66,0.6814690014960331
517,2.629999999999999,0.6324555320336758
541,2.8300000000000023,0.5851495535331116
567,2.91,0.6352952069707437
594,2.860000000000001,0.6633249580710798
600,2.88,0.6523802572120035
622,3.0000000000000004,0.6720119046564579
651,2.9499999999999993,0.6390618123468184
682,2.9600000000000035,0.6720119046564579
700,2.94,0.6755738301621813
714,2.9600000000000017,0.640312423743285
748,2.939999999999999,0.6029925372672535
784,2.8799999999999977,0.6645299090334461
800,2.9,0.6403124237432849
821,3.0099999999999953,0.6095900261651269
860,2.9600000000000026,0.6681317235396023
900,2.92,0.6584831053261728
901,2.9099999999999993,0.658483105326173
943,2.8899999999999966,0.6144916598294888
988,2.9600000000000017,0.5425863986500213
1000,3.02,0.5095095681142803
1035,2.890000000000003,0.5851495535331116
1084,2.7599999999999976,0.632455532033676
1100,2.8,0.6000000000000002
1135,2.890000000000003,0.6799999999999999
1189,2.990000000000001,0.7652450587883596
1200,3.14,0.7748548251124208
1245,3.2500000000000013,0.9433981132056602
1300,3.1,0.9433981132056604
1304,3.1200000000000045,0.9024411338142788
1366,3.1400000000000023,0.8717797887081344
1400,3.08,0.8207313811473274
1431,3.169999999999998,0.8772684879784524
1499,3.1299999999999994,0.8158431221748454
1500,3.12,0.8158431221748454
1570,3.1400000000000006,0.7310266752998829
1600,3.12,0.682348884369279
1644,3.120000000000001,0.7525955088890708
1700,3.08,0.7959899496852956
1722,3.120000000000001,0.737834669827869
1800,3.04,0.7200000000000001
1804,3.0600000000000045,0.6708203932499371
1889,3.050000000000001,0.7045565981523415
1900,3.02,0.6477653896280661
1979,3.0900000000000047,0.7386474125047754
2000,3.14,0.6636264009214824
2072,2.9600000000000013,0.7054076835419358
2100,3.02,0.7345747068882784
2171,3.1099999999999954,0.81706792863262
2200,3.22,0.8553361912137241
2273,3.109999999999999,0.7838367176906171
2300,3.08,0.7166589146867565
2381,3.129999999999999,0.7323933369440219
2400,3.08,0.6881860213634098
2494,2.9600000000000013,0.6403124237432848
2500,2.94,0.6135144660071186
2600,3.08,0.6881860213634098
2612,3.0999999999999965,0.6415605972938174
2700,2.98,0.5827520913733388
2736,3.0599999999999987,0.6352952069707437
2800,3.12,0.5153639490690052
2866,2.920000000000002,0.6352952069707435
2900,2.92,0.5946427498927399
3000,2.92,0.6273754856543247
3001,2.929999999999998,0.6135144660071187
3100,2.94,0.7045565981523413
