n,mean_gap,std_gap
1,0.9900000000000003,3.3306690738754696e-16
2,0.9799999999999991,8.881784197001252e-16
3,0.9699999999999993,6.661338147750939e-16
4,0.9600000000000007,7.771561172376096e-16
5,0.9500000000000006,6.661338147750939e-16
6,0.9399999999999996,3.3306690738754696e-16
7,0.9299999999999998,1.1102230246251565e-16
8,0.9200000000000012,1.1102230246251565e-15
9,0.909999999999999,9.992007221626409e-16
10,0.8999999999999991,8.881784197001252e-16
11,0.8900000000000005,4.440892098500626e-16
12,0.8800000000000004,4.440892098500626e-16
13,0.8699999999999996,4.440892098500626e-16
14,0.8599999999999995,4.440892098500626e-16
15,0.8500000000000008,7.771561172376096e-16
16,0.8400000000000007,7.771561172376096e-16
17,0.829999999999999,9.992007221626409e-16
18,0.8200000000000002,1.1102230246251565e-16
19,0.8100000000000002,1.1102230246251565e-16
20,0.8199999999999997,0.13999999999999993
21,0.8099999999999994,0.13999999999999996
22,0.8400000000000005,0.23748684174075832
23,0.8300000000000005,0.23748684174075832
24,0.84,0.2712931993250109
25,0.83,0.2712931993250109
26,0.84,0.2999999999999998
28,0.8999999999999995,0.38418745424597095
29,0.9100000000000006,0.39999999999999986
30,0.9200000000000006,0.4142463035441595
32,0.9599999999999999,0.448998886412873
33,0.970000000000001,0.4582575694955838
35,0.9699999999999993,0.4664761515876239
36,0.9600000000000004,0.4664761515876239
38,0.9599999999999993,0.47370877129308037
40,1.0000000000000007,0.4898979485566356
42,1.099999999999999,0.4995998398718719
44,1.1800000000000008,0.4853864439804638
46,1.2599999999999993,0.44899888641287294
48,1.2800000000000014,0.4270831300812522
51,1.3100000000000005,0.384187454245971
53,1.2899999999999994,0.3841874542459708
56,1.3199999999999992,0.3249615361854384
58,1.3400000000000012,0.2712931993250107
61,1.3500000000000003,0.19595917942265426
64,1.3399999999999996,0.13999999999999982
67,1.309999999999999,0.1400000000000001
70,1.299999999999999,1.1102230246251565e-15
74,1.2599999999999993,6.661338147750939e-16
77,1.2299999999999986,1.3322676295501878e-15
81,1.189999999999999,8.881784197001252e-16
85,1.149999999999999,8.881784197001252e-16
89,1.1299999999999997,0.13999999999999993
93,1.11,0.19595917942265428
97,1.0700000000000007,0.19595917942265428
100,1.06,0.23748684174075843
102,1.039999999999999,0.23748684174075854
107,1.0299999999999998,0.29999999999999977
112,1.1000000000000008,0.4142463035441594
117,1.1299999999999988,0.45825756949558416
123,1.1500000000000015,0.4853864439804638
128,1.2599999999999991,0.49839743177508444
135,1.3299999999999994,0.4664761515876242
141,1.390000000000002,0.4
148,1.4800000000000006,0.19595917942265426
155,1.430000000000001,0.13999999999999999
162,1.3800000000000006,6.661338147750939e-16
170,1.299999999999999,1.1102230246251565e-15
178,1.2199999999999993,6.661338147750939e-16
186,1.1600000000000004,0.1400000000000001
195,1.1099999999999992,0.2374868417407583
200,1.06,0.2374868417407584
204,1.0200000000000007,0.2374868417407583
214,0.9999999999999996,0.34698703145794946
224,1.2199999999999986,0.49839743177508444
235,1.4099999999999997,0.42708313008125254
246,1.4800000000000002,0.2374868417407584
258,1.420000000000001,1.1102230246251565e-15
270,1.299999999999999,8.881784197001252e-16
283,1.190000000000001,0.14
296,1.0799999999999992,0.1959591794226542
300,1.04,0.19595917942265428
310,0.9999999999999991,0.29999999999999993
325,1.27,0.499599839871872
340,1.4600000000000002,0.3469870314579493
357,1.4300000000000006,4.440892098500626e-16
373,1.2700000000000014,1.3322676295501878e-15
391,1.0900000000000012,1.3322676295501878e-15
400,1.06,0.23748684174075843
410,1.0599999999999992,0.36660605559646736
429,1.2100000000000006,0.4999999999999999
450,1.48,0.13999999999999999
471,1.2899999999999994,6.661338147750939e-16
493,1.1700000000000004,0.30000000000000004
500,1.1,0.30000000000000004
517,1.1099999999999988,0.44899888641287283
541,1.3900000000000017,0.4
567,1.329999999999999,1.1102230246251565e-15
594,1.0600000000000003,6.661338147750939e-16
600,1.04,0.19595917942265434
622,1.160000000000001,0.4853864439804641
651,1.4500000000000008,0.19595917942265437
682,1.1799999999999997,0.0
700,1.04,0.19595917942265437
714,1.1199999999999997,0.438634243989226
748,1.4799999999999978,0.19595917942265415
784,1.1599999999999986,1.5543122344752192e-15
800,1.04,0.19595917942265434
821,1.209999999999999,0.49355850717012245
860,1.3999999999999997,6.661338147750939e-16
900,1.06,0.2374868417407584
901,1.0500000000000014,0.23748684174075818
943,1.4299999999999995,0.3469870314579496
988,1.179999999999998,0.23748684174075835
1000,1.14,0.34698703145794946
1035,1.4099999999999995,0.42708313008125265
1084,1.2199999999999986,0.23748684174075832
1100,1.08,0.2712931993250107
1135,1.3499999999999994,0.45825756949558394
1189,1.1099999999999994,0.0
1200,1.06,0.2374868417407584
1245,1.4899999999999987,0.23748684174075835
1300,1.16,0.36660605559646714
1304,1.1400000000000008,0.38418745424597095
1366,1.3400000000000016,1.7763568394002505e-15
1400,1.08,0.27129319932501084
1431,1.3499999999999983,0.47370877129308037
1499,1.0699999999999985,0.23748684174075843
1500,1.06,0.2374868417407584
1570,1.299999999999999,1.7763568394002505e-15
1600,1.0,0.0
1644,1.4000000000000006,0.36660605559646736
1700,1.14,0.34698703145794946
1722,1.200000000000001,0.49355850717012245
1800,1.14,0.3469870314579493
1804,1.1400000000000008,0.3841874542459709
1889,1.1699999999999995,0.2374868417407584
1900,1.08,0.27129319932501084
1979,1.2100000000000009,0.0
2000,1.06,0.2374868417407584
2072,1.3000000000000012,0.13999999999999993
2100,1.06,0.2374868417407584
2171,1.2899999999999991,0.0
2200,1.08,0.27129319932501067
2273,1.289999999999998,0.14000000000000004
2300,1.06,0.2374868417407584
2381,1.2099999999999997,0.14000000000000004
2400,1.08,0.27129319932501084
2494,1.1000000000000003,0.19595917942265417
2500,1.06,0.2374868417407584
2600,1.02,0.13999999999999999
2612,1.0999999999999974,0.4142463035441594
2700,1.08,0.2712931993250107
2736,1.4200000000000006,0.4142463035441595
2800,1.04,0.1959591794226543
